987.497	978.194	965.854	950.826	933.741	913.752	891.463	866.377	838.865	809.348	777.174	742.944	706.478	668.996	629.642	588.161	544.772	500.032	454.004	406.927	358.72	309.261	258.596	208.033	156.388	104.385	52.2303	-0.35295	-52.3728	-104.407	-156.195	-207.735	-258.775	-309.193	-358.56	-406.991	-454.265	-500.186	-544.896	-587.289	987.821	977.583	966.299	951.929	933.958	913.833	890.824	865.759	838.757	808.634	777.128	743.471	707.279	669.583	629.55	587.287	543.929	500.101	454.335	406.695	358.325	309.298	259.334	208.633	156.407	104.262	52.3857	0.426747	-52.1841	-104.407	-156.478	-208.081	-259.077	-309.206	-358.261	-406.935	-454.816	-500.461	-544.715	-587.79	987.392	977.711	965.465	950.764	933.389	913.785	891.152	865.778	838.475	808.773	777.118	743.391	707.375	669.346	629.356	587.795	544.617	499.793	453.623	406.282	358.01	308.745	258.768	208.139	156.873	105.263	52.7912	-0.123719	-52.2656	-104.619	-157.023	-207.948	-258.13	-308.676	-358.57	-406.714	-453.904	-500.088	-544.582	-587.951	
987.276	978.201	965.758	950.654	933.882	913.927	891.943	866.776	839.064	809.67	777.189	742.735	705.872	668.826	629.979	588.555	544.94	500.042	453.978	407.119	359.104	309.485	258.351	208.151	156.346	104.287	52.1244	-0.679374	-52.4438	-104.299	-155.969	-207.563	-258.745	-309.406	-358.764	-407.191	-454.56	-500.42	-545.105	-586.772	987.964	977	966.706	952.777	934.337	914.077	890.656	865.506	838.839	808.277	777.122	743.79	707.453	670.007	629.783	586.803	543.252	500.217	454.69	406.644	358.232	309.567	259.868	209.372	156.411	103.991	52.4021	0.87611	-52.041	-104.276	-156.527	-208.27	-259.314	-309.377	-358.145	-407.23	-455.622	-500.871	-544.766	-587.807	987.078	977.228	965.016	950.512	933.235	913.995	891.258	865.513	838.297	808.54	777.084	743.64	707.668	669.538	629.372	587.831	544.601	499.584	453.245	405.812	357.656	308.441	258.738	208.354	157.329	105.986	53.2476	-0.253006	-52.1625	-104.69	-157.634	-207.961	-257.438	-308.339	-358.813	-406.681	-453.8	-500.185	-544.546	-588.066	
987.023	978.162	965.639	950.543	934.003	914.069	892.445	867.222	839.269	809.987	777.195	742.511	705.299	668.619	630.334	588.96	545.146	500.032	453.909	407.313	359.521	309.685	258.092	208.262	156.313	104.229	52.021	-0.982198	-52.5462	-104.207	-155.755	-207.395	-258.726	-309.659	-358.979	-407.336	-454.872	-500.709	-545.249	-586.25	988.117	976.411	967.148	953.593	934.717	914.276	890.504	865.269	838.909	807.943	777.131	744.095	707.64	670.388	630.019	586.338	542.616	500.344	455.052	406.582	358.095	309.82	260.424	210.118	156.45	103.718	52.3898	1.33806	-51.9047	-104.125	-156.587	-208.478	-259.525	-309.529	-358.027	-407.622	-456.398	-501.234	-544.794	-587.838	986.75	976.699	964.581	950.298	933.119	914.175	891.327	865.226	838.135	808.32	777.048	743.894	707.976	669.71	629.367	587.896	544.585	499.38	452.859	405.337	357.303	308.113	258.724	208.554	157.806	106.696	53.7007	-0.38047	-52.0317	-104.738	-158.26	-207.946	-256.753	-308.005	-359.091	-406.64	-453.683	-500.288	-544.534	-588.129	
986.743	978.075	965.502	950.491	934.107	914.18	892.963	867.711	839.486	810.291	777.196	742.269	704.764	668.373	630.708	589.366	545.39	500.007	453.793	407.509	359.971	309.854	257.828	208.364	156.291	104.208	51.9234	-1.26516	-52.6765	-104.133	-155.553	-207.233	-258.718	-309.954	-359.204	-407.427	-455.199	-501.059	-545.314	-585.738	988.276	975.831	967.621	954.371	935.095	914.432	890.367	865.052	838.961	807.643	777.154	744.382	707.851	670.714	630.258	585.893	542.027	500.478	455.417	406.509	357.921	310.055	261.007	210.859	156.532	103.442	52.354	1.80185	-51.7727	-103.956	-156.663	-208.7	-259.709	-309.66	-357.916	-408.108	-457.135	-501.555	-544.802	-587.884	986.409	976.128	964.161	950.117	933.043	914.323	891.359	864.918	837.989	808.113	777.013	744.154	708.294	669.86	629.343	587.994	544.563	499.185	452.462	404.86	356.948	307.766	258.722	208.739	158.304	107.394	54.1458	-0.498081	-51.8789	-104.773	-158.892	-207.9	-256.087	-307.674	-359.397	-406.593	-453.556	-500.393	-544.544	-588.14	
986.438	977.933	965.351	950.494	934.196	914.265	893.491	868.244	839.718	810.571	777.194	742.008	704.27	668.092	631.104	589.769	545.67	499.971	453.631	407.708	360.452	309.989	257.564	208.455	156.283	104.22	51.8349	-1.53234	-52.8308	-104.08	-155.361	-207.078	-258.718	-310.293	-359.439	-407.463	-455.539	-501.471	-545.293	-585.245	988.433	975.274	968.124	955.11	935.466	914.549	890.248	864.856	838.991	807.375	777.192	744.645	708.094	670.974	630.495	585.474	541.492	500.618	455.78	406.422	357.72	310.266	261.619	211.588	156.661	103.165	52.3	2.25699	-51.6423	-103.768	-156.759	-208.935	-259.863	-309.771	-357.822	-408.683	-457.828	-501.837	-544.792	-587.942	986.055	975.515	963.757	949.967	933.006	914.44	891.355	864.587	837.857	807.921	776.98	744.42	708.615	669.987	629.304	588.128	544.527	499.005	452.055	404.383	356.584	307.409	258.725	208.913	158.82	108.081	54.5782	-0.597564	-51.7106	-104.796	-159.519	-207.823	-255.448	-307.346	-359.727	-406.543	-453.419	-500.503	-544.572	-588.104	
986.113	977.732	965.193	950.547	934.275	914.33	894.021	868.817	839.968	810.829	777.189	741.73	703.815	667.782	631.52	590.165	545.984	499.928	453.422	407.908	360.964	310.088	257.309	208.533	156.29	104.259	51.7582	-1.78777	-53.0051	-104.049	-155.178	-206.932	-258.724	-310.675	-359.682	-407.448	-455.891	-501.943	-545.18	-584.778	988.581	974.757	968.653	955.807	935.823	914.63	890.145	864.682	838.995	807.149	777.243	744.884	708.374	671.166	630.724	585.085	541.014	500.763	456.137	406.32	357.5	310.451	262.261	212.295	156.842	102.887	52.2328	2.69415	-51.5109	-103.565	-156.88	-209.176	-259.987	-309.86	-357.753	-409.339	-458.474	-502.081	-544.769	-588.012	985.687	974.865	963.371	949.844	933.008	914.527	891.315	864.235	837.738	807.745	776.952	744.693	708.938	670.084	629.255	588.297	544.476	498.845	451.633	403.91	356.205	307.049	258.728	209.077	159.349	108.758	54.9938	-0.670762	-51.5342	-104.808	-160.131	-207.714	-254.844	-307.024	-360.071	-406.493	-453.271	-500.621	-544.612	-588.025	
985.774	977.469	965.034	950.64	934.346	914.383	894.545	869.428	840.237	811.068	777.179	741.44	703.394	667.449	631.953	590.55	546.326	499.882	453.17	408.105	361.504	310.149	257.068	208.598	156.313	104.325	51.695	-2.03509	-53.1956	-104.042	-155.002	-206.799	-258.738	-311.099	-359.933	-407.383	-456.257	-502.471	-544.975	-584.338	988.709	974.295	969.203	956.462	936.162	914.678	890.06	864.527	838.972	806.972	777.305	745.101	708.69	671.287	630.937	584.732	540.599	500.914	456.479	406.208	357.266	310.609	262.933	212.974	157.079	102.611	52.1566	3.10561	-51.376	-103.34	-157.026	-209.421	-260.083	-309.926	-357.72	-410.065	-459.074	-502.288	-544.738	-588.092	985.308	974.18	963.002	949.745	933.048	914.587	891.241	863.862	837.629	807.587	776.928	744.975	709.263	670.146	629.2	588.5	544.405	498.71	451.196	403.469	355.806	306.694	258.724	209.237	159.888	109.428	55.3895	-0.710053	-51.3573	-104.804	-160.716	-207.576	-254.281	-306.709	-360.424	-406.448	-453.11	-500.753	-544.655	-587.912	
985.423	977.141	964.878	950.768	934.413	914.43	895.055	870.074	840.527	811.29	777.162	741.146	702.997	667.106	632.398	590.926	546.69	499.838	452.88	408.297	362.069	310.172	256.846	208.65	156.351	104.415	51.6459	-2.27744	-53.3986	-104.059	-154.832	-206.679	-258.76	-311.561	-360.193	-407.27	-456.637	-503.047	-544.683	-583.924	988.807	973.902	969.768	957.076	936.476	914.698	889.993	864.39	838.922	806.852	777.374	745.298	709.04	671.342	631.123	584.422	540.249	501.07	456.8	406.089	357.021	310.742	263.633	213.62	157.372	102.339	52.0744	3.48543	-51.2347	-103.08	-157.199	-209.665	-260.151	-309.968	-357.73	-410.852	-459.629	-502.456	-544.704	-588.18	984.916	973.466	962.648	949.669	933.123	914.622	891.13	863.469	837.527	807.448	776.911	745.263	709.589	670.17	629.143	588.736	544.317	498.601	450.741	403.014	355.379	306.35	258.708	209.395	160.43	110.091	55.7639	-0.708997	-51.1878	-104.796	-161.262	-207.41	-253.765	-306.405	-360.777	-406.409	-452.935	-500.904	-544.695	-587.772	
985.066	976.751	964.73	950.92	934.48	914.483	895.543	870.751	840.84	811.494	777.135	740.858	702.615	666.763	632.849	591.296	547.068	499.799	452.557	408.477	362.655	310.159	256.647	208.689	156.404	104.528	51.61	-2.51727	-53.6107	-104.103	-154.667	-206.572	-258.793	-312.056	-360.463	-407.111	-457.035	-503.661	-544.313	-583.532	988.867	973.589	970.345	957.65	936.76	914.691	889.947	864.268	838.845	806.793	777.446	745.482	709.416	671.34	631.269	584.16	539.967	501.233	457.091	405.97	356.767	310.851	264.356	214.23	157.72	102.075	51.9879	3.82943	-51.0847	-102.805	-157.396	-209.905	-260.19	-309.988	-357.793	-411.688	-460.142	-502.584	-544.673	-588.275	984.513	972.727	962.309	949.615	933.228	914.636	890.982	863.058	837.433	807.329	776.9	745.559	709.915	670.152	629.085	589	544.214	498.519	450.268	402.578	354.92	306.025	258.677	209.554	160.972	110.749	56.1176	-0.663111	-51.0323	-104.782	-161.758	-207.22	-253.298	-306.116	-361.122	-406.379	-452.744	-501.079	-544.724	-587.61	
984.704	976.299	964.591	951.089	934.55	914.547	896.005	871.453	841.178	811.681	777.094	740.584	702.238	666.432	633.297	591.662	547.45	499.767	452.209	408.641	363.258	310.111	256.476	208.714	156.471	104.665	51.5854	-2.75613	-53.829	-104.171	-154.509	-206.479	-258.843	-312.575	-360.745	-406.909	-457.452	-504.299	-543.874	-583.158	988.883	973.363	970.93	958.186	937.011	914.659	889.923	864.156	838.746	806.786	777.517	745.66	709.809	671.292	631.366	583.95	539.754	501.405	457.344	405.86	356.502	310.941	265.097	214.804	158.119	101.825	51.8976	4.13464	-50.9239	-102.513	-157.613	-210.142	-260.201	-309.985	-357.913	-412.56	-460.619	-502.669	-544.648	-588.377	984.099	971.968	961.981	949.58	933.361	914.634	890.797	862.63	837.344	807.229	776.899	745.86	710.24	670.095	629.024	589.289	544.103	498.46	449.78	402.163	354.425	305.722	258.626	209.717	161.509	111.397	56.4539	-0.570212	-50.8964	-104.76	-162.193	-207.011	-252.882	-305.849	-361.452	-406.359	-452.539	-501.281	-544.739	-587.435	
